frame_number,frame_path,game_time,period,play_clock,imputed_game_time,imputed_period,imputed_play_clock,original_game_time,original_period,original_play_clock,imputation_confidence,imputation_method,imputation_timestamp,expected_game_time,expected_period,expected_play_clock
201,data/frames/game_6/frame_000201.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
202,data/frames/game_6/frame_000202.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
203,data/frames/game_6/frame_000203.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
204,data/frames/game_6/frame_000204.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
205,data/frames/game_6/frame_000205.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
206,data/frames/game_6/frame_000206.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
207,data/frames/game_6/frame_000207.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
208,data/frames/game_6/frame_000208.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
209,data/frames/game_6/frame_000209.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
210,data/frames/game_6/frame_000210.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
211,data/frames/game_6/frame_000211.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
212,data/frames/game_6/frame_000212.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
213,data/frames/game_6/frame_000213.jpg,,2ND,9,FALSE,FALSE,FALSE,,2ND,9,0,,45:30.8,,2ND,9
214,data/frames/game_6/frame_000214.jpg,,2ND,9,FALSE,FALSE,FALSE,,2ND,9,0,,45:30.8,,2ND,9
215,data/frames/game_6/frame_000215.jpg,,2ND,8,FALSE,FALSE,FALSE,,2ND,8,0,,45:30.8,,2ND,8
216,data/frames/game_6/frame_000216.jpg,,2ND,8,FALSE,FALSE,FALSE,,2ND,8,0,,45:30.8,,2ND,8
217,data/frames/game_6/frame_000217.jpg,,2ND,40,FALSE,FALSE,FALSE,,2ND,40,0,,45:30.8,,2ND,40
218,data/frames/game_6/frame_000218.jpg,14:55,2ND,40,TRUE,FALSE,FALSE,,2ND,40,0.7,forward_extrapolation,45:30.8,14:55,2ND,40
219,data/frames/game_6/frame_000219.jpg,14:54,2ND,40,TRUE,FALSE,FALSE,,2ND,40,0.7,forward_extrapolation,45:30.8,14:54,2ND,40
220,data/frames/game_6/frame_000220.jpg,14:54,2ND,40,TRUE,FALSE,FALSE,,2ND,40,0.7,forward_extrapolation,45:30.8,14:54,2ND,40
221,data/frames/game_6/frame_000221.jpg,14:53,2ND,40,TRUE,FALSE,FALSE,,2ND,40,0.7,forward_extrapolation,45:30.8,14:53,2ND,40
222,data/frames/game_6/frame_000222.jpg,14:53,2ND,40,TRUE,FALSE,FALSE,,2ND,40,0.7,forward_extrapolation,45:30.8,14:53,2ND,40
223,data/frames/game_6/frame_000223.jpg,14:52,2ND,40,FALSE,FALSE,FALSE,14:52,2ND,40,0,,45:30.8,14:52,2ND,40
224,data/frames/game_6/frame_000224.jpg,14:51,2ND,40,TRUE,FALSE,FALSE,,2ND,40,0.9,linear_interpolation,45:30.8,14:52,2ND,40
225,data/frames/game_6/frame_000225.jpg,14:51,2ND,40,FALSE,FALSE,FALSE,14:51,2ND,40,0,,45:30.8,14:51,2ND,40
226,data/frames/game_6/frame_000226.jpg,14:50,2ND,40,TRUE,FALSE,FALSE,,2ND,40,0.9,linear_interpolation,45:30.8,14:51,2ND,40
227,data/frames/game_6/frame_000227.jpg,14:50,2ND,25,TRUE,FALSE,FALSE,,2ND,25,0.9,linear_interpolation,45:30.8,14:50,2ND,25
228,data/frames/game_6/frame_000228.jpg,14:50,2ND,25,FALSE,FALSE,FALSE,14:50,2ND,25,0,,45:30.8,14:50,2ND,25
229,data/frames/game_6/frame_000229.jpg,14:50,2ND,25,FALSE,FALSE,FALSE,14:50,2ND,25,0,,45:30.8,14:50,2ND,25
230,data/frames/game_6/frame_000230.jpg,14:50,2ND,25,FALSE,FALSE,FALSE,14:50,2ND,25,0,,45:30.8,14:50,2ND,25
231,data/frames/game_6/frame_000231.jpg,14:50,2ND,25,FALSE,FALSE,FALSE,14:50,2ND,25,0,,45:30.8,14:50,2ND,25
232,data/frames/game_6/frame_000232.jpg,14:50,2ND,25,FALSE,FALSE,FALSE,14:50,2ND,25,0,,45:30.8,14:50,2ND,25
233,data/frames/game_6/frame_000233.jpg,14:50,2ND,25,FALSE,FALSE,FALSE,14:50,2ND,25,0,,45:30.8,14:50,2ND,25
234,data/frames/game_6/frame_000234.jpg,14:50,2ND,25,FALSE,FALSE,FALSE,14:50,2ND,25,0,,45:30.8,14:50,2ND,25
235,data/frames/game_6/frame_000235.jpg,14:50,2ND,25,FALSE,FALSE,FALSE,14:50,2ND,25,0,,45:30.8,14:50,2ND,25
236,data/frames/game_6/frame_000236.jpg,14:50,2ND,25,FALSE,FALSE,FALSE,14:50,2ND,25,0,,45:30.8,14:50,2ND,25
237,data/frames/game_6/frame_000237.jpg,14:50,2ND,25,FALSE,FALSE,FALSE,14:50,2ND,25,0,,45:30.8,14:50,2ND,25
238,data/frames/game_6/frame_000238.jpg,14:50,2ND,25,FALSE,FALSE,FALSE,14:50,2ND,25,0,,45:30.8,14:50,2ND,25
239,data/frames/game_6/frame_000239.jpg,14:50,2ND,25,FALSE,FALSE,FALSE,14:50,2ND,25,0,,45:30.8,14:50,2ND,25
240,data/frames/game_6/frame_000240.jpg,14:50,2ND,25,FALSE,FALSE,FALSE,14:50,2ND,25,0,,45:30.8,14:50,2ND,25
241,data/frames/game_6/frame_000241.jpg,14:50,2ND,25,FALSE,FALSE,FALSE,14:50,2ND,25,0,,45:30.8,14:50,2ND,25
242,data/frames/game_6/frame_000242.jpg,14:50,2ND,25,FALSE,FALSE,FALSE,14:50,2ND,25,0,,45:30.8,14:50,2ND,25
243,data/frames/game_6/frame_000243.jpg,14:50,2ND,25,FALSE,FALSE,FALSE,14:50,2ND,25,0,,45:30.8,14:50,2ND,25
244,data/frames/game_6/frame_000244.jpg,14:50,2ND,25,FALSE,FALSE,FALSE,14:50,2ND,25,0,,45:30.8,14:50,2ND,25
245,data/frames/game_6/frame_000245.jpg,14:50,2ND,25,FALSE,FALSE,FALSE,14:50,2ND,25,0,,45:30.8,14:50,2ND,25
246,data/frames/game_6/frame_000246.jpg,14:50,2ND,25,FALSE,FALSE,FALSE,14:50,2ND,25,0,,45:30.8,14:50,2ND,25
247,data/frames/game_6/frame_000247.jpg,14:50,2ND,25,FALSE,FALSE,FALSE,14:50,2ND,25,0,,45:30.8,14:50,2ND,25
248,data/frames/game_6/frame_000248.jpg,14:50,2ND,25,FALSE,FALSE,FALSE,14:50,2ND,25,0,,45:30.8,14:50,2ND,25
249,data/frames/game_6/frame_000249.jpg,14:50,2ND,25,FALSE,FALSE,FALSE,14:50,2ND,25,0,,45:30.8,14:50,2ND,25
250,data/frames/game_6/frame_000250.jpg,14:50,2ND,25,FALSE,FALSE,FALSE,14:50,2ND,25,0,,45:30.8,14:50,2ND,25
251,data/frames/game_6/frame_000251.jpg,14:50,2ND,25,FALSE,FALSE,FALSE,14:50,2ND,25,0,,45:30.8,14:50,2ND,25
252,data/frames/game_6/frame_000252.jpg,14:50,2ND,25,FALSE,FALSE,FALSE,14:50,2ND,25,0,,45:30.8,14:50,2ND,25
253,data/frames/game_6/frame_000253.jpg,14:50,2ND,25,FALSE,FALSE,FALSE,14:50,2ND,25,0,,45:30.8,14:50,2ND,25
254,data/frames/game_6/frame_000254.jpg,14:50,2ND,25,FALSE,FALSE,FALSE,14:50,2ND,25,0,,45:30.8,14:50,2ND,25
255,data/frames/game_6/frame_000255.jpg,14:50,2ND,25,FALSE,FALSE,FALSE,14:50,2ND,25,0,,45:30.8,14:50,2ND,25
256,data/frames/game_6/frame_000256.jpg,14:50,2ND,25,FALSE,FALSE,FALSE,14:50,2ND,25,0,,45:30.8,14:50,2ND,25
257,data/frames/game_6/frame_000257.jpg,14:50,2ND,25,FALSE,FALSE,FALSE,14:50,2ND,25,0,,45:30.8,14:50,2ND,25
258,data/frames/game_6/frame_000258.jpg,14:50,2ND,25,FALSE,FALSE,FALSE,14:50,2ND,25,0,,45:30.8,14:50,2ND,25
259,data/frames/game_6/frame_000259.jpg,14:50,2ND,25,FALSE,FALSE,FALSE,14:50,2ND,25,0,,45:30.8,14:50,2ND,25
260,data/frames/game_6/frame_000260.jpg,14:50,2ND,25,FALSE,FALSE,FALSE,14:50,2ND,25,0,,45:30.8,14:50,2ND,25
261,data/frames/game_6/frame_000261.jpg,14:50,2ND,25,FALSE,FALSE,FALSE,14:50,2ND,25,0,,45:30.8,14:50,2ND,25
262,data/frames/game_6/frame_000262.jpg,14:50,2ND,25,FALSE,FALSE,FALSE,14:50,2ND,25,0,,45:30.8,14:50,2ND,25
263,data/frames/game_6/frame_000263.jpg,14:50,2ND,25,FALSE,FALSE,FALSE,14:50,2ND,25,0,,45:30.8,14:50,2ND,25
264,data/frames/game_6/frame_000264.jpg,14:50,2ND,25,FALSE,FALSE,FALSE,14:50,2ND,25,0,,45:30.8,14:50,2ND,25
265,data/frames/game_6/frame_000265.jpg,,,,FALSE,FALSE,FALSE,,,,0,,45:30.8,,,
266,data/frames/game_6/frame_000266.jpg,,,,FALSE,FALSE,FALSE,,,,0,,45:30.8,,,
267,data/frames/game_6/frame_000267.jpg,,,,FALSE,FALSE,FALSE,,,,0,,45:30.8,,,
268,data/frames/game_6/frame_000268.jpg,,,,FALSE,FALSE,FALSE,,,,0,,45:30.8,,,
269,data/frames/game_6/frame_000269.jpg,,,,FALSE,FALSE,FALSE,,,,0,,45:30.8,,,
270,data/frames/game_6/frame_000270.jpg,,,,FALSE,FALSE,FALSE,,,,0,,45:30.8,,,
271,data/frames/game_6/frame_000271.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
272,data/frames/game_6/frame_000272.jpg,,,,FALSE,FALSE,FALSE,,,,0,,45:30.8,,,
273,data/frames/game_6/frame_000273.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
274,data/frames/game_6/frame_000274.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
275,data/frames/game_6/frame_000275.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
276,data/frames/game_6/frame_000276.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
277,data/frames/game_6/frame_000277.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
278,data/frames/game_6/frame_000278.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
279,data/frames/game_6/frame_000279.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
280,data/frames/game_6/frame_000280.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
281,data/frames/game_6/frame_000281.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
282,data/frames/game_6/frame_000282.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
283,data/frames/game_6/frame_000283.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
284,data/frames/game_6/frame_000284.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
285,data/frames/game_6/frame_000285.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
286,data/frames/game_6/frame_000286.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
287,data/frames/game_6/frame_000287.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
288,data/frames/game_6/frame_000288.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
289,data/frames/game_6/frame_000289.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
290,data/frames/game_6/frame_000290.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
291,data/frames/game_6/frame_000291.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
292,data/frames/game_6/frame_000292.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
293,data/frames/game_6/frame_000293.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
294,data/frames/game_6/frame_000294.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
295,data/frames/game_6/frame_000295.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
296,data/frames/game_6/frame_000296.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
297,data/frames/game_6/frame_000297.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
298,data/frames/game_6/frame_000298.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
299,data/frames/game_6/frame_000299.jpg,14:47,2ND,23,FALSE,FALSE,FALSE,14:47,2ND,23,0,,45:30.8,14:47,2ND,23
300,data/frames/game_6/frame_000300.jpg,0:00,,,FALSE,FALSE,FALSE,0:00,,,0,,45:30.8,0:00,,
301,data/frames/game_6/frame_000301.jpg,14:46,2ND,22,TRUE,FALSE,FALSE,,2ND,22,0.7,forward_extrapolation,45:30.8,14:46,2ND,22
302,data/frames/game_6/frame_000302.jpg,14:46,2ND,21,TRUE,FALSE,FALSE,,2ND,21,0.7,forward_extrapolation,45:30.8,14:45,2ND,21
303,data/frames/game_6/frame_000303.jpg,14:45,2ND,21,TRUE,FALSE,FALSE,,2ND,21,0.7,forward_extrapolation,45:30.8,14:45,2ND,21
304,data/frames/game_6/frame_000304.jpg,14:45,2ND,20,TRUE,FALSE,FALSE,,2ND,20,0.7,forward_extrapolation,45:30.8,14:44,2ND,20
305,data/frames/game_6/frame_000305.jpg,14:44,2ND,20,FALSE,FALSE,FALSE,14:44,2ND,20,0,,45:30.8,14:44,2ND,20
306,data/frames/game_6/frame_000306.jpg,14:43,2ND,19,FALSE,FALSE,FALSE,14:43,2ND,19,0,,45:30.8,14:43,2ND,19
307,data/frames/game_6/frame_000307.jpg,14:43,2ND,19,FALSE,FALSE,FALSE,14:43,2ND,19,0,,45:30.8,14:43,2ND,19
308,data/frames/game_6/frame_000308.jpg,14:42,2ND,18,FALSE,FALSE,FALSE,14:42,2ND,18,0,,45:30.8,14:42,2ND,18
309,data/frames/game_6/frame_000309.jpg,14:42,2ND,18,FALSE,FALSE,FALSE,14:42,2ND,18,0,,45:30.8,14:42,2ND,18
310,data/frames/game_6/frame_000310.jpg,14:41,2ND,17,FALSE,FALSE,FALSE,14:41,2ND,17,0,,45:30.8,14:41,2ND,17
311,data/frames/game_6/frame_000311.jpg,14:41,2ND,17,FALSE,FALSE,FALSE,14:41,2ND,17,0,,45:30.8,14:41,2ND,17
312,data/frames/game_6/frame_000312.jpg,14:40,2ND,16,FALSE,FALSE,FALSE,14:40,2ND,16,0,,45:30.8,14:40,2ND,16
313,data/frames/game_6/frame_000313.jpg,14:40,2ND,16,FALSE,FALSE,FALSE,14:40,2ND,16,0,,45:30.8,14:40,2ND,16
314,data/frames/game_6/frame_000314.jpg,14:39,2ND,15,FALSE,FALSE,FALSE,14:39,2ND,15,0,,45:30.8,14:39,2ND,15
315,data/frames/game_6/frame_000315.jpg,14:39,2ND,15,FALSE,FALSE,FALSE,14:39,2ND,15,0,,45:30.8,14:39,2ND,15
316,data/frames/game_6/frame_000316.jpg,14:38,2ND,14,FALSE,FALSE,FALSE,14:38,2ND,14,0,,45:30.8,14:38,2ND,14
317,data/frames/game_6/frame_000317.jpg,14:38,2ND,14,FALSE,FALSE,FALSE,14:38,2ND,14,0,,45:30.8,14:38,2ND,14
318,data/frames/game_6/frame_000318.jpg,14:37,2ND,13,FALSE,FALSE,FALSE,14:37,2ND,13,0,,45:30.8,14:37,2ND,13
319,data/frames/game_6/frame_000319.jpg,14:37,2ND,13,FALSE,FALSE,FALSE,14:37,2ND,13,0,,45:30.8,14:37,2ND,13
320,data/frames/game_6/frame_000320.jpg,14:36,2ND,40,FALSE,FALSE,FALSE,14:36,2ND,40,0,,45:30.8,14:36,2ND,40
321,data/frames/game_6/frame_000321.jpg,14:36,2ND,40,FALSE,FALSE,FALSE,14:36,2ND,40,0,,45:30.8,14:36,2ND,40
322,data/frames/game_6/frame_000322.jpg,14:35,2ND,40,FALSE,FALSE,FALSE,14:35,2ND,40,0,,45:30.8,14:35,2ND,40
323,data/frames/game_6/frame_000323.jpg,14:35,2ND,40,FALSE,FALSE,FALSE,14:35,2ND,40,0,,45:30.8,14:35,2ND,40
324,data/frames/game_6/frame_000324.jpg,14:34,2ND,40,FALSE,FALSE,FALSE,14:34,2ND,40,0,,45:30.8,14:34,2ND,40
325,data/frames/game_6/frame_000325.jpg,14:34,2ND,40,FALSE,FALSE,FALSE,14:34,2ND,40,0,,45:30.8,14:34,2ND,40
326,data/frames/game_6/frame_000326.jpg,14:33,2ND,40,FALSE,FALSE,FALSE,14:33,2ND,40,0,,45:30.8,14:33,2ND,40
327,data/frames/game_6/frame_000327.jpg,14:33,2ND,40,FALSE,FALSE,FALSE,14:33,2ND,40,0,,45:30.8,14:33,2ND,40
328,data/frames/game_6/frame_000328.jpg,14:32,2ND,40,FALSE,FALSE,FALSE,14:32,2ND,40,0,,45:30.8,14:32,2ND,40
329,data/frames/game_6/frame_000329.jpg,14:32,2ND,40,FALSE,FALSE,FALSE,14:32,2ND,40,0,,45:30.8,14:32,2ND,40
330,data/frames/game_6/frame_000330.jpg,14:31,2ND,40,FALSE,FALSE,FALSE,14:31,2ND,40,0,,45:30.8,14:31,2ND,40
331,data/frames/game_6/frame_000331.jpg,14:31,2ND,40,FALSE,FALSE,FALSE,14:31,2ND,40,0,,45:30.8,14:31,2ND,40
332,data/frames/game_6/frame_000332.jpg,14:30,2ND,40,FALSE,FALSE,FALSE,14:30,2ND,40,0,,45:30.8,14:30,2ND,40
333,data/frames/game_6/frame_000333.jpg,14:30,2ND,40,FALSE,FALSE,FALSE,14:30,2ND,40,0,,45:30.8,14:30,2ND,40
334,data/frames/game_6/frame_000334.jpg,14:29,2ND,40,FALSE,FALSE,FALSE,14:29,2ND,40,0,,45:30.8,14:29,2ND,40
335,data/frames/game_6/frame_000335.jpg,14:29,2ND,40,FALSE,FALSE,FALSE,14:29,2ND,40,0,,45:30.8,14:29,2ND,40
336,data/frames/game_6/frame_000336.jpg,14:28,2ND,39,FALSE,FALSE,FALSE,14:28,2ND,39,0,,45:30.8,14:28,2ND,39
337,data/frames/game_6/frame_000337.jpg,14:28,2ND,39,FALSE,FALSE,FALSE,14:28,2ND,39,0,,45:30.8,14:28,2ND,39
338,data/frames/game_6/frame_000338.jpg,14:27,2ND,38,FALSE,FALSE,FALSE,14:27,2ND,38,0,,45:30.8,14:27,2ND,38
339,data/frames/game_6/frame_000339.jpg,14:27,2ND,38,FALSE,FALSE,FALSE,14:27,2ND,38,0,,45:30.8,14:27,2ND,38
340,data/frames/game_6/frame_000340.jpg,14:26,2ND,37,FALSE,FALSE,FALSE,14:26,2ND,37,0,,45:30.8,14:26,2ND,37
341,data/frames/game_6/frame_000341.jpg,14:26,2ND,37,FALSE,FALSE,FALSE,14:26,2ND,37,0,,45:30.8,14:26,2ND,37
342,data/frames/game_6/frame_000342.jpg,14:25,2ND,36,FALSE,FALSE,FALSE,14:25,2ND,36,0,,45:30.8,14:25,2ND,36
343,data/frames/game_6/frame_000343.jpg,14:25,2ND,36,FALSE,FALSE,FALSE,14:25,2ND,36,0,,45:30.8,14:25,2ND,36
344,data/frames/game_6/frame_000344.jpg,14:24,2ND,35,FALSE,FALSE,FALSE,14:24,2ND,35,0,,45:30.8,14:24,2ND,35
345,data/frames/game_6/frame_000345.jpg,14:24,2ND,35,FALSE,FALSE,FALSE,14:24,2ND,35,0,,45:30.8,14:24,2ND,35
346,data/frames/game_6/frame_000346.jpg,14:23,2ND,34,FALSE,FALSE,FALSE,14:23,2ND,34,0,,45:30.8,14:23,2ND,34
347,data/frames/game_6/frame_000347.jpg,14:23,2ND,34,FALSE,FALSE,FALSE,14:23,2ND,34,0,,45:30.8,14:23,2ND,34
348,data/frames/game_6/frame_000348.jpg,14:22,2ND,33,FALSE,FALSE,FALSE,14:22,2ND,33,0,,45:30.8,14:22,2ND,33
349,data/frames/game_6/frame_000349.jpg,14:22,2ND,33,FALSE,FALSE,FALSE,14:22,2ND,33,0,,45:30.8,14:22,2ND,33
350,data/frames/game_6/frame_000350.jpg,14:21,2ND,32,FALSE,FALSE,FALSE,14:21,2ND,32,0,,45:30.8,14:21,2ND,32
351,data/frames/game_6/frame_000351.jpg,14:21,2ND,32,FALSE,FALSE,FALSE,14:21,2ND,32,0,,45:30.8,14:21,2ND,32
352,data/frames/game_6/frame_000352.jpg,14:20,2ND,31,FALSE,FALSE,FALSE,14:20,2ND,31,0,,45:30.8,14:20,2ND,31
353,data/frames/game_6/frame_000353.jpg,14:20,2ND,31,FALSE,FALSE,FALSE,14:20,2ND,31,0,,45:30.8,14:20,2ND,31
354,data/frames/game_6/frame_000354.jpg,14:19,2ND,30,FALSE,FALSE,FALSE,14:19,2ND,30,0,,45:30.8,14:19,2ND,30
355,data/frames/game_6/frame_000355.jpg,14:19,2ND,30,FALSE,FALSE,FALSE,14:19,2ND,30,0,,45:30.8,14:19,2ND,30
356,data/frames/game_6/frame_000356.jpg,14:18,2ND,29,FALSE,FALSE,FALSE,14:18,2ND,29,0,,45:30.8,14:18,2ND,29
357,data/frames/game_6/frame_000357.jpg,14:18,2ND,29,FALSE,FALSE,FALSE,14:18,2ND,29,0,,45:30.8,14:18,2ND,29
358,data/frames/game_6/frame_000358.jpg,14:17,2ND,28,FALSE,FALSE,FALSE,14:17,2ND,28,0,,45:30.8,14:17,2ND,28
359,data/frames/game_6/frame_000359.jpg,14:17,2ND,28,FALSE,FALSE,FALSE,14:17,2ND,28,0,,45:30.8,14:17,2ND,28
360,data/frames/game_6/frame_000360.jpg,14:16,2ND,27,FALSE,FALSE,FALSE,14:16,2ND,27,0,,45:30.8,14:16,2ND,27
361,data/frames/game_6/frame_000361.jpg,14:16,2ND,27,FALSE,FALSE,FALSE,14:16,2ND,27,0,,45:30.8,14:16,2ND,27
362,data/frames/game_6/frame_000362.jpg,14:15,2ND,26,FALSE,FALSE,FALSE,14:15,2ND,26,0,,45:30.8,14:15,2ND,26
363,data/frames/game_6/frame_000363.jpg,14:15,2ND,26,FALSE,FALSE,FALSE,14:15,2ND,26,0,,45:30.8,14:15,2ND,26
364,data/frames/game_6/frame_000364.jpg,14:14,2ND,25,FALSE,FALSE,FALSE,14:14,2ND,25,0,,45:30.8,14:14,2ND,25
365,data/frames/game_6/frame_000365.jpg,14:14,2ND,25,FALSE,FALSE,FALSE,14:14,2ND,25,0,,45:30.8,14:14,2ND,25
366,data/frames/game_6/frame_000366.jpg,14:13,2ND,24,FALSE,FALSE,FALSE,14:13,2ND,24,0,,45:30.8,14:13,2ND,24
367,data/frames/game_6/frame_000367.jpg,14:13,2ND,24,FALSE,FALSE,FALSE,14:13,2ND,24,0,,45:30.8,14:13,2ND,24
368,data/frames/game_6/frame_000368.jpg,14:12,2ND,23,FALSE,FALSE,FALSE,14:12,2ND,23,0,,45:30.8,14:12,2ND,23
369,data/frames/game_6/frame_000369.jpg,14:12,2ND,23,FALSE,FALSE,FALSE,14:12,2ND,23,0,,45:30.8,14:12,2ND,23
370,data/frames/game_6/frame_000370.jpg,14:11,2ND,22,FALSE,FALSE,FALSE,14:11,2ND,22,0,,45:30.8,14:11,2ND,22
371,data/frames/game_6/frame_000371.jpg,14:11,2ND,22,FALSE,FALSE,FALSE,14:11,2ND,22,0,,45:30.8,14:11,2ND,22
372,data/frames/game_6/frame_000372.jpg,14:10,2ND,21,FALSE,FALSE,FALSE,14:10,2ND,21,0,,45:30.8,14:10,2ND,21
373,data/frames/game_6/frame_000373.jpg,14:10,2ND,21,FALSE,FALSE,FALSE,14:10,2ND,21,0,,45:30.8,14:10,2ND,21
374,data/frames/game_6/frame_000374.jpg,14:09,2ND,20,FALSE,FALSE,FALSE,14:09,2ND,20,0,,45:30.8,14:09,2ND,20
375,data/frames/game_6/frame_000375.jpg,14:09,2ND,20,FALSE,FALSE,FALSE,14:09,2ND,20,0,,45:30.8,14:09,2ND,20
376,data/frames/game_6/frame_000376.jpg,14:08,2ND,19,FALSE,FALSE,FALSE,14:08,2ND,19,0,,45:30.8,14:08,2ND,19
377,data/frames/game_6/frame_000377.jpg,14:08,2ND,19,FALSE,FALSE,FALSE,14:08,2ND,19,0,,45:30.8,14:08,2ND,19
378,data/frames/game_6/frame_000378.jpg,14:07,2ND,18,FALSE,FALSE,FALSE,14:07,2ND,18,0,,45:30.8,14:07,2ND,18
379,data/frames/game_6/frame_000379.jpg,14:07,2ND,18,FALSE,FALSE,FALSE,14:07,2ND,18,0,,45:30.8,14:07,2ND,18
380,data/frames/game_6/frame_000380.jpg,14:06,2ND,17,FALSE,FALSE,FALSE,14:06,2ND,17,0,,45:30.8,14:06,2ND,17
381,data/frames/game_6/frame_000381.jpg,14:06,2ND,17,FALSE,FALSE,FALSE,14:06,2ND,17,0,,45:30.8,14:06,2ND,17
382,data/frames/game_6/frame_000382.jpg,14:05,2ND,16,FALSE,FALSE,FALSE,14:05,2ND,16,0,,45:30.8,14:05,2ND,16
383,data/frames/game_6/frame_000383.jpg,14:05,2ND,16,FALSE,FALSE,FALSE,14:05,2ND,16,0,,45:30.8,14:05,2ND,16
384,data/frames/game_6/frame_000384.jpg,14:04,2ND,16,FALSE,FALSE,FALSE,14:04,2ND,16,0,,45:30.8,14:04,2ND,16
385,data/frames/game_6/frame_000385.jpg,14:04,2ND,15,FALSE,FALSE,FALSE,14:04,2ND,15,0,,45:30.8,14:04,2ND,15
386,data/frames/game_6/frame_000386.jpg,14:03,2ND,14,FALSE,FALSE,FALSE,14:03,2ND,14,0,,45:30.8,14:03,2ND,14
387,data/frames/game_6/frame_000387.jpg,14:03,2ND,14,FALSE,FALSE,FALSE,14:03,2ND,14,0,,45:30.8,14:03,2ND,14
388,data/frames/game_6/frame_000388.jpg,14:02,2ND,13,FALSE,FALSE,FALSE,14:02,2ND,13,0,,45:30.8,14:02,2ND,13
389,data/frames/game_6/frame_000389.jpg,14:02,2ND,13,FALSE,FALSE,FALSE,14:02,2ND,13,0,,45:30.8,14:02,2ND,13
390,data/frames/game_6/frame_000390.jpg,14:01,2ND,13,FALSE,FALSE,FALSE,14:01,2ND,13,0,,45:30.8,14:01,2ND,13
391,data/frames/game_6/frame_000391.jpg,14:01,2ND,13,FALSE,FALSE,FALSE,14:01,2ND,13,0,,45:30.8,14:01,2ND,13
392,data/frames/game_6/frame_000392.jpg,14:00,2ND,11,FALSE,FALSE,FALSE,14:00,2ND,11,0,,45:30.8,14:00,2ND,11
393,data/frames/game_6/frame_000393.jpg,14:00,2ND,11,FALSE,FALSE,FALSE,14:00,2ND,11,0,,45:30.8,14:00,2ND,11
